ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customerreviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variation,105IMG8X10PP240LPP,"Woodland Kingfisher on a Perch-Lustre Photographic Paper , 20 x 25 cm, 8 x 10 inches",1,0,visible,The woodland kingfisher isn't too worried about drought in the Kruger. They have adapted to living in dry areas and often the dry season leaves empty rivers for part of the year. They 'fish' for insects when the rivers are dried up.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,60,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Woodland-Kingfisher-on-a-Perch.jpg,,,105IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,20 x 25 cm; 8 x 10 inches,,1
,variation,105IMG16X20PP240LPP,"Woodland Kingfisher on a Perch-Lustre Photographic Paper , 41 x 51 cm, 16 x 20 inches",1,0,visible,The woodland kingfisher isn't too worried about drought in the Kruger. They have adapted to living in dry areas and often the dry season leaves empty rivers for part of the year. They 'fish' for insects when the rivers are dried up.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Woodland-Kingfisher-on-a-Perch.jpg,,,105IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,41 x 51 cm; 16 x 20 inches,,1
,variation,105IMG8X10FA308HPR,"Woodland Kingfisher on a Perch-Fine Art Print on Premium Photo Rag, 20 x 25 cm, 8 x 10 inches",1,0,visible,The woodland kingfisher isn't too worried about drought in the Kruger. They have adapted to living in dry areas and often the dry season leaves empty rivers for part of the year. They 'fish' for insects when the rivers are dried up.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,125,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Woodland-Kingfisher-on-a-Perch.jpg,,,105IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,20 x 25 cm; 8 x 10 inches,,1
,variation,105IMG16X20FA308HPR,"Woodland Kingfisher on a Perch-Fine Art Print on Premium Photo Rag, 41 x 51 cm, 16 x 20 inches",1,0,visible,The woodland kingfisher isn't too worried about drought in the Kruger. They have adapted to living in dry areas and often the dry season leaves empty rivers for part of the year. They 'fish' for insects when the rivers are dried up.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,200,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Woodland-Kingfisher-on-a-Perch.jpg,,,105IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,41 x 51 cm; 16 x 20 inches,,1
,variation,106IMG8X12CAN19SC,"Dusty Zebras-Stretched Canvas, 20 x 30 cm, 8 x 12 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,100,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Stretched Canvas,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,106IMG12X18CAN19SC,"Dusty Zebras-Stretched Canvas, 30 x 46 cm, 12 x 18 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Stretched Canvas,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,106IMG16X24CAN19SC,"Dusty Zebras-Stretched Canvas, 41 x 61 cm, 16 x 24 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Stretched Canvas,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,106IMG20X30CAN19SC,"Dusty Zebras-Stretched Canvas, 51 x 76 cm, 20 x 30 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Stretched Canvas,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,106IMG24X36CAN19SC,"Dusty Zebras-Stretched Canvas, 61 x 91 cm, 24 x 36 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,325,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Stretched Canvas,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,106IMG8X12PP240LPP,"Dusty Zebras-Lustre Photographic Paper , 20 x 30 cm, 8 x 12 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,75,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,106IMG12X18PP240LPP,"Dusty Zebras-Lustre Photographic Paper , 30 x 46 cm, 12 x 18 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,125,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,106IMG16X24PP240LPP,"Dusty Zebras-Lustre Photographic Paper , 41 x 61 cm, 16 x 24 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,106IMG20X30PP240LPP,"Dusty Zebras-Lustre Photographic Paper , 51 x 76 cm, 20 x 30 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,106IMG24X36PP240LPP,"Dusty Zebras-Lustre Photographic Paper , 61 x 91 cm, 24 x 36 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,106IMG8X12FA308HPR,"Dusty Zebras-Fine Art Print on Premium Photo Rag, 20 x 30 cm, 8 x 12 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,106IMG12X18FA308HPR,"Dusty Zebras-Fine Art Print on Premium Photo Rag, 30 x 46 cm, 12 x 18 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,106IMG16X24FA308HPR,"Dusty Zebras-Fine Art Print on Premium Photo Rag, 41 x 61 cm, 16 x 24 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,106IMG20X30FA308HPR,"Dusty Zebras-Fine Art Print on Premium Photo Rag, 51 x 76 cm, 20 x 30 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,106IMG24X36FA308HPR,"Dusty Zebras-Fine Art Print on Premium Photo Rag, 61 x 91 cm, 24 x 36 inches",1,0,visible,Travelling in Africa just makes everything red. It is such a dusty and red continent. The dry season makes this even worse and a herd of zebras can make quite a dust storm.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,375,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Dusty-Zebras.jpg,,,106IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,107IMG8X12CAN19SC,"Southern Yellow Billed Hornbill-Stretched Canvas, 20 x 30 cm, 8 x 12 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,100,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Stretched Canvas,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,107IMG12X18CAN19SC,"Southern Yellow Billed Hornbill-Stretched Canvas, 30 x 46 cm, 12 x 18 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Stretched Canvas,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,107IMG16X24CAN19SC,"Southern Yellow Billed Hornbill-Stretched Canvas, 41 x 61 cm, 16 x 24 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Stretched Canvas,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,107IMG20X30CAN19SC,"Southern Yellow Billed Hornbill-Stretched Canvas, 51 x 76 cm, 20 x 30 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Stretched Canvas,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,107IMG24X36CAN19SC,"Southern Yellow Billed Hornbill-Stretched Canvas, 61 x 91 cm, 24 x 36 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,325,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Stretched Canvas,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,107IMG8X12PP240LPP,"Southern Yellow Billed Hornbill-Lustre Photographic Paper , 20 x 30 cm, 8 x 12 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,75,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,107IMG12X18PP240LPP,"Southern Yellow Billed Hornbill-Lustre Photographic Paper , 30 x 46 cm, 12 x 18 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,125,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,107IMG16X24PP240LPP,"Southern Yellow Billed Hornbill-Lustre Photographic Paper , 41 x 61 cm, 16 x 24 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,107IMG20X30PP240LPP,"Southern Yellow Billed Hornbill-Lustre Photographic Paper , 51 x 76 cm, 20 x 30 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,107IMG24X36PP240LPP,"Southern Yellow Billed Hornbill-Lustre Photographic Paper , 61 x 91 cm, 24 x 36 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,107IMG8X12FA308HPR,"Southern Yellow Billed Hornbill-Fine Art Print on Premium Photo Rag, 20 x 30 cm, 8 x 12 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,107IMG12X18FA308HPR,"Southern Yellow Billed Hornbill-Fine Art Print on Premium Photo Rag, 30 x 46 cm, 12 x 18 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,107IMG16X24FA308HPR,"Southern Yellow Billed Hornbill-Fine Art Print on Premium Photo Rag, 41 x 61 cm, 16 x 24 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,107IMG20X30FA308HPR,"Southern Yellow Billed Hornbill-Fine Art Print on Premium Photo Rag, 51 x 76 cm, 20 x 30 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,107IMG24X36FA308HPR,"Southern Yellow Billed Hornbill-Fine Art Print on Premium Photo Rag, 61 x 91 cm, 24 x 36 inches",1,0,visible,The grey African hornbill is often portrayed as a comical bird. I wouldn't have believed the stereotype was based on reality until I met these two who spent nearly half an hour looking at their reflections in the cars shiny plastic. They really are intelligent and curious birds.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,375,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Southern-Yellow-Billed-Hornbill.jpg,,,107IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,61 x 91 cm; 24 x 36 inches,,1
