ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customerreviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variable,13IMG,Family of Elephants (crop),1,0,visible,Elephants normally travel in herds which means that family portraits are relatively easy. However just like any family they don't always look at the camera all at the same time.,"<p>Elephants normally travel in herds which means that family portraits are relatively easy. However just like any family they don't always look at the camera all at the same time.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Family-of-Elephants-(crop).jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,14IMG,Lone Elephant BW,1,0,visible,Nothing compares to seeing the majesty and size of an elephant up close. Maybe that clouds my judgement when chosing images for my portfolio. It is always possible that the image means more to me than to those who buy it. However I still love the power and strength of this massive creature.,"<p>Nothing compares to seeing the majesty and size of an elephant up close. Maybe that clouds my judgement when chosing images for my portfolio. It is always possible that the image means more to me than to those who buy it. However I still love the power and strength of this massive creature.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Lone-Elephant-BW.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,15IMG,Baby Elephant and Sisters BW,1,0,visible,"Elephants are often hard to photograph on safari, especially if you aren't a professional with multiple cameras and lots of lenses. Sometimes they get so close that your longer wildlife lens is just too much for the herd. However that allows for nice close ups of the smaller members of the family.","<p>Elephants are often hard to photograph on safari, especially if you aren't a professional with multiple cameras and lots of lenses. Sometimes they get so close that your longer wildlife lens is just too much for the herd. However that allows for nice close ups of the smaller members of the family.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Baby-Elephant-and-Sisters-BW.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,16IMG,Stalking Serval,1,0,visible,Serval's are one of Africa's lesser known cats. This is only because their size fails to grab the attention the way the big cats do. However they are equally adept at hunting and stalking and are amazing to see in the flesh.,"<p>Serval's are one of Africa's lesser known cats. This is only because their size fails to grab the attention the way the big cats do. However they are equally adept at hunting and stalking and are amazing to see in the flesh.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Stalking-Serval.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches,61 x 76 cm  24 x 30 inches",1,1
,variable,17IMG,Lilac Breasted Roller,1,0,visible,The lilac-breasted roller is relatively common in East Africa but again the problem is getting these birds to sit still long enough to get a good image.,"<p>The lilac-breasted roller is relatively common in East Africa but again the problem is getting these birds to sit still long enough to get a good image.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Lilac-Breasted-Roller.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches,61 x 76 cm  24 x 30 inches",1,1
,variable,18IMG,New Born Zebra and Mother,1,0,visible,"The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise.","<p>The plains zebra is a bit like tourists in Europe. When you want to take a landscape shot of the typical savannah view, they just get in the way. At least in St Mark's Square getting up early gets you a nice clean view. The zebras are up and about straight after sunrise.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/New-Born-Zebra-and-Mother.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,19IMG,Dazzle of Zebras BW,1,0,visible,There is a reason why the collective noun for zebras is a dazzle. It is impossible to single them out and count them individually with all those stripes.,"<p>There is a reason why the collective noun for zebras is a dazzle. It is impossible to single them out and count them individually with all those stripes.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Dazzle-of-Zebras-BW.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches,61 x 76 cm  24 x 30 inches",1,1
,variable,20IMG,Wildebeest Alone,1,0,visible,Just because there are over a million wildebeest in doesn't mean they are all best friends. Sometimes though rarely you do see them on their own. As a photographer though it is also possible to be a bit creative and isolate them.,"<p>Just because there are over a million wildebeest in doesn't mean they are all best friends. Sometimes though rarely you do see them on their own. As a photographer though it is also possible to be a bit creative and isolate them.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Wildebeest-Alone.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,21IMG,Cheetah Stalking,1,0,visible,Unfortunately I have yet to see a cheetah running at full speed. This guy did a little bit of stalking through the grass right beside our safari vehicle but then decided to just give up. I guess he decided it wasn't a realistic hunt and would be a waste of energy to go flat out just so I could get a photo.,"<p>Unfortunately I have yet to see a cheetah running at full speed. This guy did a little bit of stalking through the grass right beside our safari vehicle but then decided to just give up. I guess he decided it wasn't a realistic hunt and would be a waste of energy to go flat out just so I could get a photo.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Cheetah-Stalking.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,22IMG,Cheetah on Patrol,1,0,visible,I met this guy with his brother out for an evening stroll. They were just wandering as cheetah do. Just looking for a bit of prey that would be easy enough to stalk and capture. Since they found nothing they just settled under a bush for a bit of shade.,"<p>I met this guy with his brother out for an evening stroll. They were just wandering as cheetah do. Just looking for a bit of prey that would be easy enough to stalk and capture. Since they found nothing they just settled under a bush for a bit of shade.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Cheetah-on-Patrol.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
